Date,Goal1Nom,Goal1Rel,Goal1Lvl,Perf1,ParTelic,DesToResp1,DesToResp2,DesToResp3,DesToResp4Reco,DesToRespScl,Interested,Distressed,Excited,Upset,Strong,Guilty,Scared,Hostile,Enthusiastic,Proud,Irritable,Alert,Ashamed,Inspired,Nervous,Determined,Attentive,Jittery,Active,Afraid,PA,NA,PercepAcc1,PercepAcc2,PercepAcc3,PercepAcc4Reco,PercepAcc5,PercepAccScl,DisJust1,DisJust2,DisJust3,DisJust4,DisJustScl,Goal2Nom,Goal2Rel,Goal2Lvl,Perf2,ConfJudg,Similar,ExplainDiff,ExplainFind,Ethnicity,Latino,Age,Gender,Education,Occupation,CurrentTenure,WorkExp,FdbkType,FdbkTypeN,FdbkValence,FdbkValN,MetGoal,FdbkAccuracy,FdbkAccN,GoalRevision,PerfResidGain,GoalResidGain,PerfRevision,Condition,ConditionN
10/1/17 18:48,,60%,5,3,Paratelic,3,2,3,3,2.75,3,5,2,5,2,4,4,1,1,2,3,3,4,2,5,3,4,4,2,3,2.4,3.8,2,3,3,3,3,2.8,4,4,4,4,4,,20%,3,2,Moderate,Not at All/Very Low,I've never dealt with any RGB codes before,Google searches! ,White,No,29,Female,Bachelor's degree,Other,7,7,relative,2,negative,2,1,inaccurate,2,-2,-0.69,-0.89,-1,relativenegativeinaccurate,6
10/1/17 18:42,,40%,4,3,Telic,4,4,4,4,4,2,3,4,2,4,4,2,1,4,4,3,4,2,4,3,4,4,3,4,2,3.8,2.5,4,4,4,4,3,3.8,4,4,4,5,4.25,,20%,3,2,High,Not at All/Very Low,I have never done this where I have to do something and I will be evaluated if I did better than the percentage of the person who did the same task. ,"I just entered RGB code ""University name"" on google search",Black or African American,No,32,Female,"Some college, no degree","Administrative support workers (e.g., Secretary, Dispatcher)",4,6,relative,2,negative,2,1,inaccurate,2,-1,-0.69,-0.23,-1,relativenegativeinaccurate,6
10/1/17 18:43,3,,4,2,Telic,5,4,4,5,4.5,4,1,4,1,4,1,1,1,4,5,1,4,1,4,1,4,4,1,3,1,4,1,4,5,4,5,4,4.4,4,4,4,4,4,2,,3,3,Very High,Not at All/Very Low,I don't have to find things up online in the other tasks.  ,"Googled the university name and ""RGB codes"" The first link on Google was what I clicked.  ",White,No,36,Female,Ph.D.,"Professionals (e.g., Engineer, Lawyer)",4,14,nominal,1,positive,1,0,inaccurate,2,-1,0.92,-0.23,1,nominalpositiveinaccurate,4
10/14/17 12:56,,40%,4,2,Paratelic,5,5,5,5,5,5,1,5,1,3,1,1,1,4,5,1,5,1,5,1,5,5,1,3,1,4.5,1,5,3,5,5,5,4.6,4,4,4,4,4,,40%,4,2,Very High,Not at All/Very Low,i have not participated in studies where i have to find color codes.,"i went to google and searched ""[university name] color RGB code""",White,No,12,Female,Associate's degree,"Service workers (e.g., Cook, Hairdresser)",1,4,relative,2,positive,1,0,inaccurate,2,0,0.06,0.52,0,relativepositiveinaccurate,8
10/6/17 12:26,,60%,5,1,Telic,3,2,2,3,2.5,2,1,1,3,1,1,1,2,1,1,3,4,1,1,1,2,4,1,1,1,1.8,1.5,3,2,2,2,3,2.4,2,2,2,2,2,,20%,3,1,Low,Not at All/Very Low,Never had to look up rgb codes before,"I typed in ""university name RGB Color Codes"" into Google. I then just swapped out the university names. It worked fine for some, but there was no uniform pattern of where to find them every time.",White,No,40,Male,High school graduate,Other,1,25,relative,2,negative,2,0,accurate,1,-2,-0.49,-0.89,0,relativenegativeaccurate,5
10/11/17 19:29,4,,5,3,Telic,5,3,4,4,4,4,1,4,1,3,1,1,1,4,4,1,3,1,5,1,4,3,1,3,1,3.7,1,4,3,4,4,4,3.8,5,5,5,5,5,3,,4,3,Moderate,Low,I've never been asked about finding RGB codes,I searched the university name then RGB on google,White,No,25,Male,Bachelor's degree,"Operatives (e.g., Bus Driver, Baker)",3,6,nominal,1,positive,1,0,inaccurate,2,-1,0.16,-0.15,0,nominalpositiveinaccurate,4
10/1/17 18:55,5,,6,1,Paratelic,1,2,1,1,1.25,2,3,1,1,2,2,1,1,3,2,1,4,1,1,1,2,4,1,3,1,2.4,1.3,1,1,1,1,1,1,3,1,2,2,2,3,,4,3,Not at All/Very Low,Not at All/Very Low,Not a lot makes you do test under pressure.,I just type the name of the university and RGB colours with it and search among the websites.,White,No,23,Female,Bachelor's degree,"Sales workers (e.g., Real Estate Agents, Retail Salesperson)",2,2,nominal,1,positive,1,0,inaccurate,2,-2,1.22,-0.65,2,nominalpositiveinaccurate,4
10/1/17 19:03,,60%,5,2,Telic,5,5,4,5,4.75,5,1,2,2,1,1,1,1,4,1,1,5,2,3,1,5,5,1,3,1,3.4,1.2,4,5,4,5,4,4.4,3,5,4,5,4.25,,40%,4,2,High,Not at All/Very Low,,i used google and tried to find the main college colors page ,White,No,34,Male,"Some college, no degree","Service workers (e.g., Cook, Hairdresser)",1,17,relative,2,negative,2,0,accurate,1,-1,0.06,-0.15,0,relativenegativeaccurate,5
10/15/17 17:25,,40%,4,1,Paratelic,3,3,3,3,3,4,1,4,1,4,1,1,1,5,4,2,4,2,3,1,3,4,2,5,1,4,1.3,4,4,4,4,4,4,4,4,4,4,4,,40%,4,2,High,Not at All/Very Low,I have never hear of RGB codes until now,just typed in the university and RGB codes in the search engine box,White,No,41,Male,"Some college, no degree","Administrative support workers (e.g., Secretary, Dispatcher)",2,25,relative,2,negative,2,0,accurate,1,0,0.37,0.52,1,relativenegativeaccurate,5
10/1/17 19:00,4,,5,1,Paratelic,4,4,4,4,4,4,1,4,1,3,1,1,1,4,4,1,4,1,4,1,4,4,1,4,1,3.9,1,3,1,2,5,3,2.8,4,2,4,4,3.5,2,,3,2,Low,Not at All/Very Low,I've never been asked to research RGB codes for universities previously.,"I found RGB codes by googling ""RGB codes for (name of each university), looking for RGB codes in the summary info of the top search results that were relevant.",White,No,61,Female,Associate's degree,"Administrative support workers (e.g., Secretary, Dispatcher)",3,22,nominal,1,positive,1,0,inaccurate,2,-2,0.37,-0.89,1,nominalpositiveinaccurate,4
10/6/17 13:22,,40%,4,2,Paratelic,3,1,1,3,2,1,1,1,1,1,1,1,5,1,1,5,3,1,1,1,3,3,1,1,1,1.6,1.8,3,3,3,3,5,3.4,1,5,5,5,4,,1%,2,1,Moderate,Not at All/Very Low,"the formatting for RGB is different for every school, never did this color thing before",followed your instructions,White,Yes,56,Female,Associate's degree,Other,0,33,relative,2,negative,2,0,accurate,1,-2,-0.79,-0.98,-1,relativenegativeaccurate,5
10/1/17 19:10,,80%,6,1,Telic,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1.2,4,2,2,2,4,2.8,4,2,2,2,2.5,,80%,6,2,Low,Not at All/Very Low,never had to search for RGB before,googled it and ususally brought up the school's guide,White,Yes,25,Female,"Some college, no degree","Administrative support workers (e.g., Secretary, Dispatcher)",1,9,relative,2,positive,1,0,inaccurate,2,0,0.37,0.85,1,relativepositiveinaccurate,8
10/1/17 19:16,3,,4,4,Paratelic,4,3,3,3,3.25,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,1,1,1,1.5,1,1,2,2,1,1,1.4,1,1,1,1,1,3,,4,3,Not at All/Very Low,Low,I‰Ûªve never had to search for information like that.,Google searching ‰ÛÏrgb codes‰Ûù and the university ,Black or African American,No,28,Male,"Some college, no degree",Other,0,7,nominal,1,negative,2,1,inaccurate,2,0,-0.65,0.52,-1,nominalnegativeinaccurate,2
10/1/17 19:11,6,,7,1,Telic,3,1,2,3,2.25,3,1,2,1,2,1,1,1,2,2,1,4,1,1,1,3,4,1,3,1,2.6,1,2,1,1,1,2,1.4,1,1,1,1,1,3,,4,2,Low,Not at All/Very Low,I have never done one dealing with rgb values,I used Google,White,No,33,Male,Bachelor's degree,"Administrative support workers (e.g., Secretary, Dispatcher)",6,10,nominal,1,positive,1,0,inaccurate,2,-3,0.37,-1,1,nominalpositiveinaccurate,4
10/1/17 19:18,,80%,6,4,Telic,4,4,5,5,4.5,4,1,4,1,4,1,1,1,4,4,1,5,1,5,1,5,4,2,5,1,4.4,1.1,4,5,4,5,5,4.6,4,4,4,4,4,,80%,6,6,Very High,Not at All/Very Low,Have not participated in a timed test to quickly find large amounts of information,"googling university name + rgb colors, which usually pulled up the school's official brand guidelines page",White,No,30,Male,Bachelor's degree,"First/mid level officials and managers (e.g., Operations Manager, Vice President)",2,8,relative,2,positive,1,0,inaccurate,2,0,1.92,0.85,2,relativepositiveinaccurate,8
10/1/17 19:05,,80%,6,2,Telic,5,3,3,4,3.75,4,2,5,2,1,2,1,1,3,2,2,3,2,1,2,5,2,2,3,1,2.9,1.7,3,3,4,3,3,3.2,3,4,4,4,3.75,,20%,3,1,High,Moderate,,"googled the name of universities plus ""RGB colors"" ",Other race,No,29,Female,Associate's degree,Other,4,8,relative,2,negative,2,0,accurate,1,-3,-0.79,-1.4,-1,relativenegativeaccurate,5
10/1/17 19:16,,40%,4,2,Paratelic,4,1,2,3,2.5,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1.3,1.4,4,4,3,4,4,3.8,2,4,4,4,3.5,,1%,2,2,High,Not at All/Very Low,I have never had to look for RGB's before. ,I Googled RGB followed by the University/College name. ,White,No,26,Female,Bachelor's degree,"Administrative support workers (e.g., Secretary, Dispatcher)",1,3,relative,2,negative,2,0,accurate,1,-2,0.06,-0.98,0,relativenegativeaccurate,5
10/1/17 18:25,,40%,4,0,Telic,4,4,3,5,4,4,1,1,1,1,1,1,1,3,1,1,4,1,4,1,4,4,3,1,1,2.7,1.2,2,2,1,2,1,1.6,1,1,1,1,1,,20%,3,0,Not at All/Very Low,Not at All/Very Low, I have not done anything similar before. This survey is different because I have not seen anything like it before., I did a google search.,White,No,47,Female,"Some college, no degree","Sales workers (e.g., Real Estate Agents, Retail Salesperson)",6,16,relative,2,positive,1,0,inaccurate,2,-1,-0.56,-0.23,0,relativepositiveinaccurate,8
10/8/17 19:04,3,,4,4,Telic,4,2,4,4,3.5,3,1,4,1,3,1,1,1,2,2,1,4,1,2,2,3,3,3,3,1,2.9,1.3,4,4,4,5,4,4.2,4,4,4,4,4,4,,5,1,Very High,Not at All/Very Low,never participated in a project like this before,I individually googled each one,White,No,27,Female,Bachelor's degree,"Laborers and helpers (e.g., Attendant, Assistant)",1,4,nominal,1,positive,1,1,accurate,1,1,-2.37,1.27,-3,nominalpositiveaccurate,3
10/1/17 18:58,3,,4,2,Paratelic,5,5,5,5,5,5,1,1,5,5,1,1,1,5,1,1,5,1,5,1,5,5,1,5,1,4.2,1.4,5,5,5,5,5,5,3,5,5,5,4.5,3,,4,1,Very High,Not at All/Very Low,,I just googled rgb color codes along with the name of the colleges.,American Indian or Alaska Native,No,24,Female,Associate's degree,"Administrative support workers (e.g., Secretary, Dispatcher)",2,3,nominal,1,negative,2,0,accurate,1,0,-0.79,0.52,-1,nominalnegativeaccurate,1
9/28/17 16:06,4,,5,1,Paratelic,4,2,2,2,2.5,1,1,1,2,1,1,1,1,1,1,4,3,1,1,2,3,3,1,3,1,1.8,1.5,5,5,5,5,5,5,3,5,5,5,4.5,4,,5,2,Very High,Not at All/Very Low,I was asked to make a prediction about a task I've never done before.,"I googled the university names and ""rgb code.""",Asian,No,40,Male,Bachelor's degree,"Professionals (e.g., Engineer, Lawyer)",3,20,nominal,1,negative,2,0,accurate,1,0,0.37,0.6,1,nominalnegativeaccurate,1
10/8/17 18:47,5,,6,4,Paratelic,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,4,,5,6,High,Not at All/Very Low,I've never had to go online and search for information in a study and recieve feedback for it like this before,"Kept a google page with ""rgb colors"" and simply input the college before the words during each individual search. Occasionally searched for multiple schools at a time and opened multiple pages so it would be quicker",Black or African American,No,24,Prefer not to say,Bachelor's degree,"Service workers (e.g., Cook, Hairdresser)",1,2,nominal,1,positive,1,0,inaccurate,2,-1,1.92,0.1,2,nominalpositiveinaccurate,4
10/6/17 12:18,3,,4,2,Paratelic,3,2,2,2,2.25,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,1,1.4,1.1,4,4,4,4,4,4,3,3,4,4,3.5,3,,4,3,High,Not at All/Very Low,Never had to do a timed info search before.,"Just typed it into google, usually had to look at a couple different links before finding decimal values, more often they were listed in CMYK or Pantone values.  Annoying!",White,No,47,Male,Bachelor's degree,"Administrative support workers (e.g., Secretary, Dispatcher)",7,22,nominal,1,positive,1,0,inaccurate,2,0,0.92,0.52,1,nominalpositiveinaccurate,4
10/6/17 12:13,,80%,6,0,Telic,4,3,2,4,3.25,3,3,1,3,2,2,1,1,3,1,3,4,1,3,3,4,4,2,2,1,2.7,2,1,1,1,1,1,1,1,1,1,1,1,,60%,5,1,Not at All/Very Low,Not at All/Very Low,I have never dealt with RGB's before.,I googled the university name along with RGB.  Some colleges were easier to locate RGB's for than others.,White,No,54,Female,Bachelor's degree,"Sales workers (e.g., Real Estate Agents, Retail Salesperson)",2,32,relative,2,positive,1,0,inaccurate,2,-1,0.3,0.1,1,relativepositiveinaccurate,8
10/6/17 12:17,5,,6,4,Telic,4,2,3,3,3,4,1,3,1,3,1,1,1,3,4,1,4,1,3,1,5,4,1,4,1,3.7,1,2,2,3,4,2,2.6,3,2,3,2,2.5,5,,6,3,Low,Not at All/Very Low,I have never done any searching tasks,"google searched, the scrolled through the universities websites/pdfs provided",White,No,35,Male,Graduate or professional degree,"Professionals (e.g., Engineer, Lawyer)",4,13,nominal,1,positive,1,0,inaccurate,2,0,-0.65,0.85,-1,nominalpositiveinaccurate,4
10/6/17 12:18,,60%,5,3,Telic,3,2,2,3,2.5,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,3,1,1,1,1.5,1.2,2,3,2,5,2,2.8,1,1,1,1,1,,60%,5,5,Low,Not at All/Very Low,"Haven't had to look up RGB codes before, though if the feedback was made up to see how people react, then I have done studies where that trick is used. ","Googled ""RGB code for ___"" each college ",Asian,No,36,Female,"Some college, no degree",Other,2,18,relative,2,negative,2,1,inaccurate,2,0,1.88,0.6,2,relativenegativeinaccurate,6
10/6/17 12:15,,80%,6,2,Paratelic,4,4,4,2,3.5,3,1,3,2,3,1,1,1,4,2,1,4,1,3,1,4,4,1,2,1,3.2,1.1,3,3,3,3,3,3,3,3,3,3,3,,80%,6,3,Moderate,Low,Different task.,I googled them and looked them up on the universities main pages.,Black or African American,No,25,Female,Bachelor's degree,Other,3,1,relative,2,positive,1,0,inaccurate,2,0,0.92,0.85,1,relativepositiveinaccurate,8
10/8/17 17:56,3,,4,3,Telic,5,5,4,5,4.75,4,1,4,1,3,1,1,1,4,3,2,5,1,3,2,5,4,2,5,1,4,1.3,5,3,5,5,5,4.6,5,5,5,5,5,4,,5,3,Very High,Not at All/Very Low,"I have completed several work taskings. There have been very few surveys, and I do not recall any about feedback and it's effect. ","Searching for the university name and ""RGB color code""",White,Yes,40,Male,Bachelor's degree,"First/mid level officials and managers (e.g., Operations Manager, Vice President)",19,19,nominal,1,positive,1,1,accurate,1,1,0.16,1.27,0,nominalpositiveaccurate,3
10/6/17 12:19,,80%,6,2,Paratelic,3,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,4,1,1,1,4,4,1,2,1,2.3,1,2,2,2,2,2,2,3,2,3,3,2.75,,100%,7,2,Low,Not at All/Very Low,I've never had to search for RGB colors before. Nor have I ever had to search for something online while being timed.,"I just google searched ""RGB codes for ________."" I started with the first link given and proceeded on to the next if the first didn't provide the necessary information. ",White,No,32,Female,Graduate or professional degree,Other,5,12,relative,2,positive,1,0,inaccurate,2,1,0.06,1.59,0,relativepositiveinaccurate,8
10/6/17 12:26,,80%,6,1,Telic,4,4,4,2,3.5,5,2,5,2,5,2,2,2,5,5,2,2,2,5,2,5,5,2,5,2,4.7,2,4,4,4,3,4,3.8,4,4,4,4,4,,1%,2,0,Moderate,Moderate,,"googled the school name and the words ""RGB code""",White,No,29,Male,Graduate or professional degree,"Professionals (e.g., Engineer, Lawyer)",5,5,relative,2,negative,2,0,accurate,1,-4,-1.35,-2.15,-1,relativenegativeaccurate,5
10/6/17 12:22,3,,4,2,Paratelic,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,5,5,1,1,1,5,5,1,5,1,3.4,1.8,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,Not at All/Very Low,Not at All/Very Low,No other project has had me looking up RGB codes.,"I used the google, typed in the school name and RGB and looked for the RGB codes and converted the format, which is what slowed me down too much for your system to know that I had found the third code, darn it.",White,No,30,Female,Ph.D.,"Professionals (e.g., Engineer, Lawyer)",0.8,11,nominal,1,negative,2,0,accurate,1,-3,-0.79,-1.72,-1,nominalnegativeaccurate,1
10/6/17 12:24,3,,4,2,Telic,4,4,4,5,4.25,4,1,1,1,3,1,1,1,3,4,1,4,1,2,1,5,4,1,3,1,3.3,1,3,3,3,3,3,3,4,4,4,4,4,2,,3,2,Moderate,Moderate,,Team color codes.com was the main source. ,White,No,29,Male,Associate's degree,"Administrative support workers (e.g., Secretary, Dispatcher)",6,12,nominal,1,positive,1,0,inaccurate,2,-1,0.06,-0.23,0,nominalpositiveinaccurate,4
10/8/17 19:53,6,,7,5,Paratelic,5,1,2,1,2.25,3,1,4,1,2,1,1,1,4,5,1,3,1,3,1,3,4,1,3,1,3.4,1,4,4,5,3,5,4.2,4,5,3,5,4.25,6,,7,2,Not at All/Very Low,Not at All/Very Low,I've never done a project that required timed google searches like this one did. ,"I googled ""RGB codes for"" followed by the universities name. ",White,No,28,Male,"Some college, no degree",Other,1,10,nominal,1,positive,1,0,inaccurate,2,0,-1.24,1.24,-3,nominalpositiveinaccurate,4
10/11/17 20:28,,40%,4,1,Paratelic,4,3,3,4,3.5,4,1,4,1,3,2,1,1,4,3,1,4,2,3,2,4,4,1,4,1,3.7,1.3,3,3,3,2,2,2.6,4,2,2,3,2.75,,20%,3,1,Moderate,Not at All/Very Low,I've never had to gather information with a time limit.,"I typed in to Google, ""______ school color codes."" and went to the first or second result.",White,No,28,Female,High school graduate,"Laborers and helpers (e.g., Attendant, Assistant)",2,12,relative,2,positive,1,0,inaccurate,2,-1,-0.49,-0.23,0,relativepositiveinaccurate,8
10/6/17 12:27,3,,4,2,Telic,5,4,4,4,4.25,2,2,1,2,1,2,1,1,1,1,2,2,3,1,1,4,2,1,2,1,1.7,1.6,4,4,5,4,4,4.2,2,4,4,4,3.5,2,,3,2,Very High,Low,"I have completed certain comparison projects, but not anything where I had to search.",I did a google search for university + rgb codes and went to the official university's website,Black or African American,No,35,Female,Graduate or professional degree,"Professionals (e.g., Engineer, Lawyer)",1,11,nominal,1,negative,2,0,accurate,1,-1,0.06,-0.23,0,nominalnegativeaccurate,1
10/6/17 12:28,4,,5,4,Telic,4,4,4,4,4,4,1,3,1,3,1,1,1,4,2,1,4,1,3,2,4,4,3,4,1,3.5,1.3,4,4,4,5,4,4.2,4,4,4,4,4,5,,6,6,High,Not at All/Very Low,"I have looked up things on websites before, but not school colors, and not timed trials.","I used google, and left 'rgb codes' and usually 'university' in the box and deleted and added from one to the next. ",White,No,37,Female,Bachelor's degree,"First/mid level officials and managers (e.g., Operations Manager, Vice President)",15,15,nominal,1,positive,1,1,accurate,1,1,1.92,1.35,2,nominalpositiveaccurate,3
10/6/17 12:16,3,,4,1,Telic,3,2,4,1,2.5,3,4,2,3,2,4,2,1,2,2,2,4,2,3,2,3,4,2,3,2,2.8,2.4,5,5,5,5,5,5,3,5,5,5,4.5,1,,2,0,Very High,Low,Do a search with a time limit,"I was looking for RGB codes through Google Chrome browser. It's pretty easy, but unfortunately I have a bad internet and I did not have time.",White,No,30,Male,Graduate or professional degree,"First/mid level officials and managers (e.g., Operations Manager, Vice President)",5,7,nominal,1,negative,2,0,accurate,1,-2,-1.35,-0.98,-1,nominalnegativeaccurate,1
10/6/17 12:33,4,,5,2,Paratelic,3,2,3,4,3,2,1,2,3,2,1,1,2,3,2,3,3,1,2,1,4,3,1,2,1,2.5,1.5,4,4,4,4,3,3.8,4,4,4,4,4,3,,4,2,High,Low,I have never had to find RGB codes,"I googled ""university name colors RGB codes"" and clicked on the first result that looked like it would have the codes.",White,No,28,Female,"Some college, no degree",Other,3,3,nominal,1,negative,2,0,accurate,1,-1,0.06,-0.15,0,nominalnegativeaccurate,1
10/11/17 20:09,,100%,7,1,Telic,4,3,4,4,3.75,3,2,3,1,2,1,1,2,1,2,2,2,1,1,2,4,3,2,3,1,2.4,1.5,2,3,3,2,2,2.4,4,2,2,2,2.5,,100%,7,1,Moderate,Not at All/Very Low,I have never done timed online searches for RGB codes.,I googled the name of the university and the words colors and RGB code.,White,No,36,Male,Graduate or professional degree,"First/mid level officials and managers (e.g., Operations Manager, Vice President)",12,14,relative,2,positive,1,0,inaccurate,2,0,-0.49,1.24,0,relativepositiveinaccurate,8
10/6/17 12:22,5,,6,3,Paratelic,4,3,3,4,3.5,3,1,3,2,2,1,1,1,2,1,1,4,1,4,2,4,4,3,1,1,2.8,1.4,4,4,4,4,4,4,3,4,2,4,3.25,3,,4,2,Very High,Not at All/Very Low,I have not taken an experiment like this one before.,I did a search in google for the RGB codes 'RGB codes for....' Typically the first link contained the codes and I copied them from there.,White,No,38,Female,Bachelor's degree,Other,2,17,nominal,1,negative,2,0,accurate,1,-2,-0.69,-0.65,-1,nominalnegativeaccurate,1
10/9/17 14:33,6,,7,2,Telic,4,4,4,4,4,3,3,1,3,1,3,1,1,1,1,3,4,3,2,2,4,4,1,2,1,2.3,2.1,4,4,4,5,4,4.2,3,4,4,4,3.75,3,,4,3,Very High,Low,I've never looked things up and had to report in a specific timeframe,"Googled ""rgb codes for ....""",White,No,42,Female,Associate's degree,"First/mid level officials and managers (e.g., Operations Manager, Vice President)",7,26,nominal,1,negative,2,0,accurate,1,-3,0.92,-1,1,nominalnegativeaccurate,1
10/6/17 12:28,6,,7,4,Telic,3,4,5,4,4,1,4,1,5,1,2,2,3,1,1,4,3,3,1,3,3,2,2,1,2,1.5,3,4,1,2,4,2,2.6,1,3,4,3,2.75,6,,7,6,Moderate,Not at All/Very Low,I've never had to Google so much information.,"I googled ""RBG color codes for __________""",White,No,20,Female,Associate's degree,"Professionals (e.g., Engineer, Lawyer)",7,7,nominal,1,negative,2,0,accurate,1,0,1.92,1.24,2,nominalnegativeaccurate,1
10/8/17 17:47,,60%,5,0,Telic,4,4,4,5,4.25,4,1,3,1,3,1,1,1,3,1,1,4,1,3,2,5,4,1,3,1,3.3,1.1,5,5,5,5,5,5,5,5,5,5,5,,60%,5,3,Moderate,Not at All/Very Low,,,Other race,No,33,Female,Bachelor's degree,"Administrative support workers (e.g., Secretary, Dispatcher)",2,16,relative,2,positive,1,0,inaccurate,2,0,2.02,0.6,3,relativepositiveinaccurate,8
10/17/17 14:22,,40%,4,2,Telic,2,4,4,4,3.5,3,2,2,3,1,1,1,2,2,2,3,4,1,2,2,3,2,1,3,1,2.4,1.7,2,4,1,4,2,2.6,1,4,2,4,2.75,,1%,2,2,Moderate,Not at All/Very Low,I have never done internet research on Mturk outside of the study.,I copy and pasted the name of the school and then added RGB codes to the school name and put it into Google. ,White,No,28,Female,Associate's degree,"Service workers (e.g., Cook, Hairdresser)",6,12,relative,2,negative,2,0,accurate,1,-2,0.06,-0.98,0,relativenegativeaccurate,5
10/14/17 14:08,,60%,5,2,Telic,5,4,4,4,4.25,4,2,3,3,2,2,2,2,3,2,2,2,3,4,4,4,4,2,2,1,3,2.3,4,4,4,4,3,3.8,2,2,2,4,2.5,,20%,3,3,High,Not at All/Very Low,Ive never had a times web test to do in a survey,types rgb codes then university name in google.,White,No,28,Male,"Some college, no degree","Service workers (e.g., Cook, Hairdresser)",1,5,relative,2,negative,2,0,accurate,1,-2,0.92,-0.89,1,relativenegativeaccurate,5
10/6/17 12:39,5,,6,1,Telic,4,2,4,4,3.5,4,2,1,3,1,4,1,1,1,1,3,4,3,2,1,5,4,1,3,1,2.6,2,1,2,1,1,1,1.2,1,1,1,1,1,2,,3,3,Not at All/Very Low,Not at All/Very Low,I've never had to find RGB codes,"I used a google search engine. For the first task, I tried to get multiple universities while in google and ran out of time before I could input them.",White,No,53,Female,Bachelor's degree,"Administrative support workers (e.g., Secretary, Dispatcher)",1,31,nominal,1,positive,1,0,inaccurate,2,-3,1.22,-1.4,2,nominalpositiveinaccurate,4
10/15/17 17:29,,60%,5,2,Paratelic,4,3,2,4,3.25,2,2,1,1,2,1,1,2,1,2,3,2,3,1,1,1,1,3,2,1,1.5,1.8,3,3,4,3,4,3.4,3,2,3,2,2.5,,1%,2,1,High,Not at All/Very Low,i never knew you could look up rgb codes,i googled it,Asian,No,27,Female,Bachelor's degree,"Professionals (e.g., Engineer, Lawyer)",3,4,relative,2,negative,2,0,accurate,1,-3,-0.79,-1.64,-1,relativenegativeaccurate,5
10/6/17 12:44,,60%,5,4,Telic,4,4,4,4,4,2,1,2,1,3,1,1,1,2,2,2,4,2,2,1,4,2,1,2,1,2.5,1.2,4,4,4,4,4,4,4,4,4,4,4,,60%,5,3,Moderate,Low,I've never had to gather RGB codes for anything,I googled RGB codes for...,Asian,No,41,Male,Associate's degree,"Professionals (e.g., Engineer, Lawyer)",12,22,relative,2,negative,2,1,inaccurate,2,0,-0.65,0.6,-1,relativenegativeinaccurate,6
10/6/17 12:33,3,,4,1,Paratelic,4,2,5,3,3.5,4,2,1,1,2,1,1,1,1,1,1,5,2,2,3,4,5,4,3,1,2.8,1.7,2,2,2,1,2,1.8,2,2,4,2,2.5,2,,3,2,Not at All/Very Low,Not at All/Very Low,Most projects that I complete are surveys where you stay in the survey to answer questions. This was different because I had to conduct research to obtain the information to complete the survey.,"I used the Google search engine and put ""RGB code"" and then the university's name. From there I retrieved the data from the website after scrolling through the page.",Black or African American,No,31,Female,Graduate or professional degree,Other,1,12,nominal,1,positive,1,0,inaccurate,2,-1,0.37,-0.23,1,nominalpositiveinaccurate,4
10/6/17 12:45,,40%,4,2,Telic,3,2,3,1,2.25,4,1,2,1,4,1,1,1,3,3,1,4,1,3,1,4,4,1,3,1,3.4,1,1,1,1,1,1,1,1,1,1,1,1,,60%,5,2,Not at All/Very Low,Not at All/Very Low,"I've never been asked to find RGB codes, or to predict what percentage of others I'd perform better than.","I googled searched the term ""rgb codes"" and then the name of the institution.",White,No,33,Female,Bachelor's degree,"Professionals (e.g., Engineer, Lawyer)",10,17,relative,2,positive,1,0,inaccurate,2,1,0.06,1.27,0,relativepositiveinaccurate,8
10/6/17 12:45,3,,4,2,Paratelic,5,4,4,5,4.5,1,4,1,4,1,1,1,4,1,1,5,1,1,1,3,1,5,1,1,2,1.4,2.6,5,5,4,5,3,4.4,3,2,5,5,3.75,3,,4,3,Low,Not at All/Very Low,"Never had to google colors before then convert them from their fucked up formats to a 0,0,0 system because not a single fucking one of them was like that. i spent more time putting them in the format you wanted then i did searching for them.",google??,White,Yes,34,Male,Bachelor's degree,"Technicians (e.g., Dental Hygienists, Emergency Medical Technicians)",14,16,nominal,1,negative,2,0,accurate,1,0,0.92,0.52,1,nominalnegativeaccurate,1
10/6/17 12:38,,60%,5,0,Telic,4,4,4,4,4,5,2,3,2,3,2,2,2,4,2,2,5,3,4,2,5,4,2,4,2,3.9,2.1,4,4,4,4,4,4,2,4,4,2,3,,20%,3,0,High,Moderate,,I googled using the provided link,Black or African American,No,28,Female,Bachelor's degree,"Professionals (e.g., Engineer, Lawyer)",5,5,relative,2,negative,2,0,accurate,1,-2,-0.56,-0.89,0,relativenegativeaccurate,5
